num_expl;et
0;89
0;63
0;103
0;101
0;88
0;45
1;1736
0;107
0;99
0;128
0;104
0;99
0;109
0;108
0;106
0;106
0;102
0;103
1;1305
1;1153
1;1124
1;1172
1;1176
1;1341
1;1141
1;1118
1;1121
1;1116
1;1318
1;1181
1;1318
1;1121
1;1228
1;1629
1;1148
1;1116
0;124
0;105
0;188
0;191
0;119
0;110
0;172
0;173
0;121
0;114
0;198
0;205
0;117
0;190
0;125
0;186
0;134
0;126
0;206
0;202
0;134
0;131
0;177
0;213
0;119
0;103
0;125
0;115
0;125
0;200
0;139
0;193
0;104
0;179
0;110
0;142
1;1392
1;1125
0;117
0;112
0;176
0;188
0;58
0;67
0;51
0;93
0;52
0;117
0;54
0;52
0;94
0;54
0;102
0;53
0;59
0;49
0;47
0;47
0;70
0;46
0;99
0;46
0;771
0;801
0;57
0;841
0;53
0;57
0;50
0;51
0;52
0;53
0;108
0;56
0;55
0;53
0;60
0;57
0;54
0;107
0;49
0;49
0;49
0;50
0;71
0;46
0;99
0;47
1;2638
0;45
0;43
0;47
0;45
0;44
0;85
0;47
0;49
0;47
0;76
0;46
0;44
0;46
0;46
0;46
0;44
0;51
0;47
0;46
0;44
0;45
0;46
0;46
0;44
0;45
0;50
0;50
0;50
0;57
0;58
0;60
0;59
0;74
0;71
0;67
0;60
0;63
0;64
0;77
0;62
0;57
0;64
0;59
0;64
0;92
0;95
0;92
0;88
0;110
0;103
0;90
0;105
0;55
0;64
0;61
0;62
0;65
0;54
0;49
0;54
0;50
0;70
0;48
0;57
0;50
0;73
0;95
0;55
0;51
0;64
0;96
0;64
0;51
0;49
0;50
0;45
0;49
0;50
0;48
0;89
0;50
0;48
0;99
0;52
0;51
0;96
0;52
0;53
0;99
0;55
0;102
0;59
0;53
0;104
0;60
0;52
0;99
0;49
0;54
0;112
0;53
0;55
0;100
0;55
0;102
0;99
1;2466
0;103
1;1217
1;1257
1;1348
1;1470
0;89
0;47
0;47
1;1330
1;1186
1;1164
1;1193
1;1255
1;1202
1;1306
1;1157
1;1161
1;1248
1;1182
1;1162
1;1165
1;1164
1;1158
1;1242
1;1151
1;1177
1;1152
1;1132
1;1150
1;1151
1;1184
1;1457
1;1156
1;1122
1;2690
1;1181
1;1168
1;1131
1;1140
1;1146
1;1122
1;1102
1;1105
1;1127
0;125
0;179
0;181
0;68
0;106
0;57
0;110
0;114
0;117
1;1673
1;1637
1;1294
1;1321
1;1326
1;1307
1;1122
1;1107
0;116
0;183
0;119
0;68
0;74
0;111
0;70
0;71
0;119
1;1484
1;1682
1;1302
1;1306
1;1335
1;1333
1;1115
1;1101
0;110
0;113
0;189
0;73
0;68
0;107
0;60
0;65
0;116
1;1457
1;1653
1;1322
1;1296
1;1308
1;1307
1;1123
1;1111
0;119
0;112
0;176
0;66
0;68
0;58
0;109
0;66
0;116
1;1430
1;1645
1;1336
1;1317
1;1309
1;1302
1;1155
1;1274
1;1472
0;210
0;209
0;208
0;143
1;3656
1;1293
0;121
0;112
1;1495
1;1458
0;121
0;116
1;1428
1;1425
0;115
0;113
1;1375
1;1391
0;122
0;124
1;1531
1;1484
0;113
0;113
1;1571
1;1450
0;106
0;205
1;1436
1;1478
0;113
0;205
1;1385
1;1432
0;85
0;44
0;79
0;180
0;58
0;184
0;106
1;1620
1;2510
1;1319
1;2138
0;66
0;59
0;58
0;120
0;80
1;1350
1;1305
1;1572
0;148
0;83
0;111
0;94
0;92
0;92
0;63
1;1109
1;1076
1;1108
0;103
0;61
0;46
0;45
0;47
0;46
0;45
0;52
0;49
0;79
0;87
0;185
0;172
0;103
0;118
0;115
0;119
0;115
0;105
0;106
0;107
0;119
0;102
0;105
0;108
0;109
0;109
1;1554
0;104
0;96
0;100
0;99
0;103
0;107
0;100
0;108
0;110
0;102
0;105
0;107
1;2308
0;98
0;98
0;102
0;99
0;104
0;106
0;112
0;70
0;81
1;1500
0;60
0;95
0;168
0;190
0;103
0;104
0;118
0;105
0;93
1;1884
0;100
0;101
0;97
0;101
0;105
0;109
0;108
0;109
1;1814
0;94
0;99
0;100
0;56
1;1712
1;1340
1;1280
1;1274
1;1284
1;1295
1;1249
1;1297
1;1235
1;1308
1;1290
1;1313
1;1310
1;1321
1;1319
1;1336
1;1343
1;1411
1;1330
1;1615
1;1330
1;3273
1;2982
1;1430
1;1371
1;1312
1;1328
1;1382
1;1338
1;1359
1;1366
0;269
1;1530
1;1558
0;122
0;128
0;45
0;117
1;1631
1;1635
0;108
0;121
1;1739
1;1748
0;113
0;122
1;1534
1;1676
0;103
0;121
1;1659
1;1618
0;70
0;42
0;59
0;118
0;175
0;56
0;49
0;100
0;55
0;54
0;99
0;50
0;48
0;91
0;51
0;95
0;57
0;56
0;99
0;48
1;1465
0;44
0;86
0;47
0;51
0;89
0;51
0;59
0;103
0;56
0;52
0;94
0;50
0;51
0;95
1;2419
0;56
0;102
0;49
1;1171
0;93
0;100
0;127
0;101
0;107
0;117
1;1332
0;90
0;97
0;107
1;2179
0;96
1;1306
1;1263
1;2133
1;1194
1;2085
1;1188
1;1138
1;2021
1;1207
1;1239
1;2198
1;1251
1;1311
1;2231
1;1604
1;3965
1;3016
1;1319
1;2325
1;1234
1;1199
1;2069
1;1236
1;2132
1;1372
0;73
0;62
0;56
0;49
0;55
0;61
0;71
1;1262
0;52
0;63
0;57
0;61
0;61
0;51
0;51
1;2166
0;57
0;60
0;65
0;56
1;1264
0;55
0;56
0;57
0;55
0;59
0;133
0;109
1;1280
1;2181
1;2098
1;2039
1;1955
1;2088
1;2051
1;2058
1;2003
1;1998
1;1988
1;1306
1;1248
1;1187
1;1198
1;1187
1;1271
1;1234
1;1137
1;1151
1;1153
1;1226
1;1333
1;1192
1;1204
1;1217
1;1192
1;1336
1;1229
1;1135
1;1173
1;1178
1;1226
1;1229
0;107
0;99
1;2108
1;1238
1;1205
1;1363
1;1213
1;1179
1;1203
1;1212
1;1267
1;1282
1;1177
1;1240
1;1211
1;1373
1;1420
1;1249
1;1190
1;1192
1;1298
1;1354
1;1219
1;1218
1;1195
0;121
0;86
0;87
0;50
0;46
1;1449
1;1192
1;1173
1;1213
1;1200
1;1537
1;1192
1;1172
1;1197
1;1154
1;1331
1;1143
1;1141
1;1169
1;1140
1;1233
1;1256
0;120
1;1426
1;1189
1;1197
1;1225
1;1203
1;1165
0;114
0;69
0;47
0;47
0;50
0;47
0;46
0;48
0;46
0;47
0;49
0;46
0;47
0;47
0;53
0;62
0;200
0;68
0;70
0;121
0;73
0;119
0;72
0;66
0;115
0;71
0;67
0;126
0;60
1;1489
0;56
0;104
0;64
0;110
0;60
0;107
0;97
1;2033
0;93
0;109
0;60
0;64
0;111
0;119
0;98
1;2918
0;120
0;56
1;1642
0;107
1;1603
1;1679
1;1512
1;1474
1;1691
1;1526
1;2211
1;1559
1;1754
1;2679
1;1576
1;1458
1;1485
1;1803
1;1786
1;1857
1;1891
1;2109
1;1917
1;1691
1;2030
1;1521
1;2432
1;1499
1;2001
1;1752
1;1798
1;1744
1;1618
1;1699
1;1447
1;1197
1;1221
1;1169
0;140
0;142
1;1758
1;2134
0;136
0;205
1;1755
1;1782
0;112
0;105
1;1613
1;1623
1;1250
1;1111
0;223
0;216
0;109
0;116
1;1809
1;2330
1;2741
1;1341
1;2246
0;62
0;50
0;48
1;1615
1;1405
1;1311
1;1215
1;1196
1;1319
1;1276
0;115
0;99
0;98
1;1572
1;1330
1;1455
1;1296
1;1167
1;1251
1;1218
1;1158
1;1159
1;1303
1;1160
1;1135
0;1254
0;55
0;90
0;177
0;94
0;176
0;118
0;105
0;118
0;120
0;118
0;117
0;106
0;120
0;123
0;97
0;102
0;130
0;107
0;115
0;129
0;108
1;1732
0;102
0;107
0;108
0;102
0;109
0;112
0;108
0;117
0;118
0;115
0;106
1;2654
0;104
0;100
0;103
0;107
0;107
0;118
0;60
1;1367
0;58
0;70
0;110
0;147
0;150
0;112
0;115
0;115
0;123
0;117
0;118
1;1421
0;110
1;1999
0;93
0;95
0;103
0;108
0;110
0;111
0;119
0;117
0;117
0;70
0;65
1;1378
1;1615
1;1643
1;1365
1;1363
1;1478
1;1342
1;1421
1;1354
1;1381
1;1373
1;1419
1;1324
1;1530
1;1326
1;1437
1;1367
1;1376
1;1372
1;1350
1;1372
1;1370
1;1396
1;1524
1;1352
1;1414
1;1355
1;1373
1;1364
1;1414
1;1383
1;1274
1;1253
1;1466
0;179
0;179
0;160
1;1825
0;123
0;189
0;121
1;1523
0;130
0;181
0;154
1;1502
0;171
0;190
0;205
1;1610
0;129
0;194
0;186
1;1588
1;1353
1;1090
0;102
0;110
0;175
0;50
0;64
0;105
1;1688
1;2238
1;1373
0;81
0;66
0;66
0;54
0;49
0;59
0;46
0;84
0;104
1;1737
1;1375
1;1303
1;1355
1;1339
1;1394
1;1450
1;1113
1;1143
1;1115
1;1097
1;1096
1;1089
1;1126
1;1120
1;1165
0;124
0;118
0;184
0;59
0;81
0;55
0;55
0;114
0;57
0;59
0;60
0;108
0;53
0;53
0;58
0;106
0;100
0;100
1;1958
1;1794
1;1258
1;1500
1;1252
1;1519
1;1218
1;1503
1;1271
1;1318
1;1309
0;137
0;136
0;202
0;61
0;76
0;64
0;117
0;56
0;107
0;65
0;114
0;54
0;100
1;1457
0;50
0;142
0;93
0;135
0;104
0;151
0;105
0;159
1;2112
1;1363
1;1359
1;1323
1;1318
1;1296
1;1315
1;1308
1;1294
1;1373
1;1286
1;1390
1;1201
1;1128
1;1128
1;1196
0;120
0;187
0;55
0;173
0;54
0;104
0;53
0;109
0;57
0;106
0;107
0;56
0;108
0;99
0;105
0;103
0;100
0;97
1;1958
1;2145
1;1326
1;1343
1;1346
1;1322
1;1309
1;1314
1;1329
1;1323
1;1335
1;1344
1;1172
1;1224
1;3307
0;211
0;241
0;240
1;4296
1;3085
1;1379
0;105
0;107
0;160
1;1159
1;985
0;79
0;186
0;106
0;48
0;43
0;86
0;87
0;46
0;93
0;46
0;84
0;46
0;88
0;44
0;84
0;44
0;86
0;84
0;43
0;67
0;83
0;80
0;46
0;45
0;85
0;85
0;44
0;46
0;86
0;84
0;42
0;41
0;84
0;79
1;1793
0;44
0;93
0;95
0;72
0;44
0;40
0;75
0;81
0;40
0;38
0;77
0;79
1;2214
0;38
0;38
0;73
0;77
0;39
0;40
0;76
0;83
0;42
0;42
0;82
0;47
0;46
0;91
0;89
0;103
0;95
0;88
0;97
0;94
1;1891
1;1860
1;1801
1;1726
1;3833
1;1951
1;1974
1;1936
1;1988
1;1962
1;1899
0;66
1;2055
0;49
0;45
0;48
0;55
0;58
0;52
0;55
0;48
0;50
0;51
0;42
0;44
0;43
0;45
0;42
0;42
0;43
0;43
0;45
0;46
0;44
0;45
0;50
0;50
0;50
0;50
0;47
0;46
0;51
0;62
0;48
1;1921
0;46
0;46
0;47
0;48
0;44
0;42
0;47
0;56
0;47
0;50
0;51
0;51
0;55
0;55
1;1520
1;1916
0;126
0;94
0;96
0;106
1;1241
0;92
0;98
0;95
1;1967
0;100
0;93
0;98
0;97
1;1212
0;89
0;85
0;86
0;86
0;89
0;87
1;1904
0;84
0;87
0;86
0;88
0;93
0;85
1;1526
1;1272
1;1159
1;1246
1;1172
1;1021
1;1012
0;151
0;141
0;168
1;1382
1;1115
1;1032
1;1014
2;2077
2;2013
2;2012
2;2014
2;1984
2;1957
2;1980
2;1965
2;1993
2;1950
2;1969
2;1957
2;1966
2;1957
2;1970
2;1960
2;1986
2;1991
2;1970
2;1965
2;1954
2;1966
2;1978
1;1303
1;1049
1;1035
1;1084
1;1057
1;1021
1;991
1;1006
1;1015
1;1020
1;990
1;984
1;997
0;182
0;216
0;255
0;111
0;122
0;128
0;102
0;107
0;134
1;1295
1;1176
2;3048
1;1207
1;1229
2;2350
1;1212
0;132
0;186
0;182
0;63
0;95
0;94
0;53
0;98
0;96
1;1602
2;2674
1;1315
2;2654
1;1433
1;1274
2;2460
1;1255
0;125
0;178
0;177
0;61
0;101
0;105
0;137
0;96
0;95
1;1572
2;2858
1;1278
1;1231
2;2425
1;1242
1;1317
0;125
0;191
0;193
0;50
0;46
0;98
0;103
0;102
0;99
2;2917
1;1573
1;1278
2;2529
1;1254
1;1359
2;2553
1;1371
2;2319
2;2138
2;2109
1;2226
2;2954
0;228
0;195
0;199
0;124
1;1457
2;2840
0;108
0;105
1;1535
2;2456
0;115
0;115
1;1422
2;2402
0;114
0;107
1;1795
2;3819
0;115
0;128
1;1466
2;2501
0;121
0;108
1;1404
2;2546
0;221
0;225
1;1706
2;2888
0;119
0;115
1;1316
2;2414
0;94
0;52
0;48
0;195
0;193
0;107
0;102
1;2560
2;4707
1;2203
2;4357
0;128
0;120
0;100
0;112
0;101
0;129
0;129
0;79
0;70
1;1316
1;1357
1;1400
0;156
0;90
2;2668
2;2258
2;2245
0;132
0;111
0;50
0;48
0;53
0;49
0;54
0;60
0;107
0;99
0;49
0;184
0;53
0;188
0;53
0;54
0;109
0;114
0;56
0;60
0;105
0;110
0;61
0;106
0;59
0;126
0;56
0;102
0;51
0;104
0;57
0;98
0;102
0;54
0;53
0;104
0;103
0;54
0;108
0;110
0;93
0;110
0;112
0;57
0;54
0;105
0;102
0;52
1;2645
0;51
0;104
0;100
0;52
0;103
0;56
0;105
0;57
0;109
0;57
0;106
0;101
0;114
0;107
0;110
0;105
0;103
0;110
0;108
0;109
0;113
0;104
2;4585
0;110
1;2125
0;110
1;1331
1;1305
1;1454
2;4696
1;1286
1;1305
1;1301
2;4704
1;1297
1;1294
1;1321
1;1297
2;4583
1;1284
1;1304
1;1294
2;4597
1;1281
1;1357
1;1305
2;4591
2;4166
2;4153
2;4280
2;4142
2;4112
0;125
2;4115
0;117
2;4097
2;3688
2;2423
2;2443
2;2426
2;2378
1;2565
2;2740
0;134
0;129
1;1765
2;3066
0;152
0;128
1;1583
2;2757
0;136
0;213
1;1468
2;3040
0;134
0;174
1;1515
2;2840
0;137
0;186
1;1474
2;4075
0;125
0;117
1;1446
2;2698
0;138
0;131
1;2175
2;2579
0;186
0;146
1;1697
2;4807
0;122
0;105
1;1505
2;2883
0;129
0;140
1;2581
2;4655
0;219
0;129
1;1510
2;4652
0;78
0;46
0;83
0;197
0;187
0;64
0;69
0;127
0;66
0;63
0;121
0;58
0;54
0;110
0;59
0;68
0;119
0;66
0;52
0;124
0;50
0;120
0;59
0;74
0;57
0;152
0;57
0;57
0;112
0;60
0;133
1;2676
0;56
0;50
2;2872
0;112
0;48
0;50
0;109
0;123
0;123
0;118
0;132
0;120
0;128
0;115
1;2271
0;116
2;2569
0;124
0;110
1;2349
2;2658
1;2274
2;2516
1;2235
2;2555
1;2358
2;2683
1;2404
2;2749
1;2427
2;2554
1;2401
2;2666
1;2380
2;2916
1;2446
0;76
0;62
0;61
0;68
0;67
0;58
0;55
0;67
0;70
0;61
2;2706
0;57
0;54
1;2375
0;64
0;62
0;66
0;59
0;57
0;65
0;66
0;71
0;60
0;141
0;61
0;155
0;124
1;2315
2;2683
1;2254
2;2561
1;2300
2;2497
1;2364
2;2535
1;2352
2;2699
1;2427
2;2697
1;2509
2;2588
1;2449
2;2662
1;1598
0;87
0;81
0;64
0;66
0;69
0;81
0;79
1;1500
0;56
0;84
0;79
0;77
2;2878
0;57
0;64
0;68
0;82
0;118
0;102
0;99
0;116
0;99
0;65
0;79
0;68
0;241
2;2783
0;153
2;2895
1;2091
1;2107
1;2175
1;2116
1;2141
1;2145
1;2135
1;2160
1;2182
1;2152
1;2243
1;2229
1;2200
1;2269
1;2220
1;2154
1;2179
1;2260
1;2271
1;2192
1;2203
1;2184
1;2153
0;188
0;106
0;123
2;2675
2;2449
0;145
2;2571
3;3722
3;4016
3;3689
3;3725
3;3756
3;3908
3;3653
3;3714
3;3790
3;3751
3;3925
3;4242
3;3968
3;3779
3;4005
3;3733
3;3842
3;3753
3;3862
3;3717
0;219
1;4161
3;6572
3;3828
3;3749
0;185
0;106
0;55
0;54
0;70
0;70
0;62
0;85
0;101
0;53
0;54
0;53
0;53
0;54
0;127
0;58
0;123
0;59
0;60
0;74
0;60
0;61
0;60
0;60
0;67
0;66
0;83
0;71
0;69
0;74
0;72
0;75
0;65
0;65
0;59
0;60
0;61
0;69
0;59
0;62
0;60
0;91
0;126
0;164
0;66
0;72
0;95
0;129
0;125
0;99
0;119
0;119
0;94
1;2766
0;132
0;132
0;136
0;69
1;2453
3;7005
1;2392
1;2372
1;2367
3;6778
1;2304
1;2284
1;2350
3;6634
1;2374
1;2355
3;6955
1;2365
1;2331
3;4999
3;3787
3;3776
3;3740
3;3751
3;3739
0;178
3;3762
3;4356
1;1616
3;8387
0;328
0;329
0;120
0;131
1;1438
3;3789
0;182
0;134
1;1698
3;3940
0;131
0;132
1;1559
3;6302
0;111
0;127
1;2111
3;6237
0;182
0;127
1;1533
3;6556
0;124
0;124
1;1436
3;6270
0;95
0;47
0;88
0;129
0;127
0;73
0;79
1;1872
1;1522
3;4886
3;3880
0;77
0;70
0;72
0;219
0;68
0;67
0;142
0;66
0;109
0;132
1;1312
1;1245
1;1240
0;171
0;129
3;3447
3;3469
3;3429
0;126
0;67
0;49
0;48
0;51
0;48
0;47
0;59
0;60
0;96
0;119
0;128
0;101
0;80
0;82
0;61
0;66
0;114
0;66
0;69
0;63
0;117
0;72
0;58
0;60
0;107
0;111
0;81
0;109
1;1615
0;107
0;53
0;97
0;62
0;58
0;63
0;63
0;112
0;70
0;69
0;71
0;66
0;118
0;56
0;56
0;55
0;108
0;109
0;116
1;1397
0;105
0;111
0;117
0;121
0;162
0;162
1;1368
0;106
0;100
0;111
0;111
0;105
0;113
0;115
0;122
0;127
0;127
0;106
0;110
0;111
0;111
0;122
0;124
0;109
1;1345
3;6740
1;1393
1;1378
1;1413
3;4169
1;1435
1;1406
3;4070
1;1429
1;1466
1;1424
3;4042
1;1374
1;1378
1;1411
3;4077
1;1423
1;2946
1;1444
3;5612
3;3484
3;3484
3;3369
0;207
1;1649
0;193
0;193
0;217
1;1707
0;181
0;182
0;130
1;1527
0;188
0;190
0;199
1;2971
0;168
0;168
0;187
1;1403
0;184
0;180
0;203
1;1455
0;182
0;184
0;253
1;1533
0;189
0;189
0;202
1;1578
0;183
0;181
0;114
1;1521
0;195
0;195
0;124
3;3341
3;3131
0;132
0;145
0;70
0;202
0;71
0;117
1;2728
3;4030
1;2387
3;3783
3;5630
3;3919
3;3803
3;3799
3;3874
3;4408
3;3811
0;102
0;61
0;64
0;70
0;52
0;72
3;3762
3;3539
3;3538
3;3527
3;3515
3;3540
0;111
0;102
0;101
1;1378
3;4691
1;1396
1;1421
3;4130
3;3575
3;3428
3;3416
3;3386
3;3443
3;3368
2;3484
2;2376
0;123
0;191
0;183
0;92
0;88
0;151
0;135
0;93
0;56
0;116
0;115
0;53
0;104
0;101
0;114
0;124
0;107
0;116
1;1712
2;3407
1;3361
2;2709
1;2613
2;2564
1;2474
2;2558
1;2452
2;2552
1;2402
2;2357
0;128
0;180
0;136
0;64
0;113
0;73
0;121
0;62
0;111
0;76
0;122
0;57
0;110
0;52
0;139
0;98
0;104
0;102
0;105
0;103
0;58
1;2605
2;3296
1;2414
2;2508
1;2376
2;2573
1;2521
2;2598
1;2398
2;2648
1;1503
1;1454
2;2704
2;2342
2;2365
2;2340
2;2384
0;104
0;176
0;57
0;181
0;53
0;121
0;59
0;126
0;59
0;112
0;68
0;113
0;111
0;105
0;124
0;104
0;106
0;104
1;2346
2;3417
1;1446
1;1440
2;2783
1;1445
1;1464
2;2784
1;1414
2;2648
2;2401
2;2376
2;2358
2;2259
2;6185
0;200
0;195
0;199
1;3583
1;3196
2;2338
0;119
0;105
0;161
2;2622
0;182
0;180
0;185
2;2618
0;104
0;109
0;146
2;2394
0;134
0;149
0;234
2;2722
0;124
0;111
0;169
2;2600
0;132
0;125
0;111
2;2665
0;130
0;106
0;130
2;4243
0;146
0;124
0;183
2;2781
0;213
0;195
0;199
2;2871
0;134
0;121
0;109
2;2380
0;148
0;131
0;109
2;4346
1;1328
1;1024
0;123
0;119
0;121
0;60
0;62
0;60
1;2045
2;3728
2;2407
0;89
0;75
0;57
0;71
0;51
0;54
0;68
0;56
0;53
1;2389
1;2070
2;3847
1;1965
2;3854
1;1969
2;2422
1;1171
1;1117
1;1088
1;1107
1;1101
1;1131
1;1119
0;1202
0;54
0;84
0;76
0;116
0;50
0;83
0;177
0;62
0;50
0;50
0;54
0;92
0;121
0;47
0;47
0;51
0;95
0;51
0;113
0;50
0;92
0;114
0;93
0;90
0;90
0;57
0;65
0;93
0;47
0;49
0;91
0;51
0;48
0;101
0;48
0;48
0;92
0;50
0;50
0;97
0;97
0;51
0;53
0;54
0;71
0;96
0;96
0;95
0;92
0;92
0;93
0;93
0;90
0;97
0;99
0;98
0;81
0;83
0;134
0;57
0;98
0;53
0;47
0;98
0;48
0;47
0;94
0;45
2;4224
0;49
0;99
0;48
0;45
0;95
0;46
0;92
0;96
0;96
0;96
0;94
0;101
0;100
2;2731
2;2260
2;2211
2;2205
2;2181
2;2233
2;2216
2;2189
2;2183
2;2196
2;2209
2;2178
2;2243
2;2256
2;2203
2;2275
2;2192
0;115
2;2561
0;114
0;116
0;46
0;117
0;123
2;2773
0;117
0;108
0;123
2;4467
0;134
0;121
0;1688
2;4705
0;119
0;119
0;108
2;4224
0;120
0;112
0;130
2;4656
0;167
0;206
0;120
2;2978
0;121
0;115
0;117
2;2602
0;113
0;130
0;125
2;4150
0;153
0;131
0;114
2;2893
0;119
0;119
0;134
2;2609
0;88
0;54
0;93
0;120
0;188
0;69
0;188
0;71
0;60
0;57
0;100
0;77
0;86
0;58
0;91
0;60
0;55
0;51
0;103
0;54
0;53
0;57
0;54
0;104
0;57
0;55
0;63
0;56
0;60
0;59
0;59
0;56
0;58
0;67
0;86
0;52
0;72
0;55
0;94
0;54
0;55
0;70
0;89
0;61
0;68
0;65
0;67
0;110
0;55
0;61
0;56
0;118
0;55
0;87
0;78
0;69
0;102
0;98
0;78
0;67
0;89
2;3266
0;96
0;83
0;62
0;83
0;78
0;73
0;80
0;84
2;3056
2;2724
2;2911
2;2747
2;3501
2;2956
2;2994
2;2744
2;3311
0;73
0;58
0;70
0;66
0;75
0;58
0;60
0;61
0;69
0;71
0;67
0;59
0;72
0;88
0;77
0;60
0;58
0;63
0;1707
0;70
2;4446
0;66
0;58
0;65
0;150
0;72
0;70
0;65
0;57
0;56
0;57
0;61
0;68
0;56
0;60
0;66
0;67
0;70
0;56
2;2959
0;50
0;55
0;59
0;63
0;68
0;55
0;59
0;60
0;70
0;69
0;117
0;89
2;2646
2;2722
2;2755
2;2566
2;2804
2;2611
2;2652
2;2733
2;2687
2;2755
2;2735
2;2644
2;2703
2;2667
2;2524
2;2624
2;2538
2;2500
2;2724
2;2513
2;2623
2;2491
2;2504
2;2653
2;2524
2;2668
2;2592
2;2472
2;2648
2;2485
2;2663
2;2570
2;2474
0;123
0;76
0;84
0;52
0;50
1;1379
1;1345
1;1255
1;1374
1;1224
1;1231
0;137
1;1252
1;1230
1;1365
0;146
1;1239
1;1221
1;1261
1;1230
1;1419
1;1237
1;1193
1;1218
1;1204
1;1230
1;1177
1;1172
1;1181
1;1188
0;127
0;72
0;50
0;50
0;52
0;50
0;49
0;50
0;63
0;50
0;49
0;49
0;49
0;127
0;119
0;212
0;111
0;81
0;122
0;71
0;131
0;132
0;126
0;57
0;115
0;81
0;130
0;79
0;130
0;131
0;69
1;1601
0;116
0;115
0;66
0;66
0;133
0;150
0;96
0;64
0;119
0;114
0;60
0;115
0;115
0;86
0;74
1;1569
2;3272
0;71
0;111
0;118
0;55
0;60
0;114
0;122
0;131
0;131
0;95
0;76
1;1513
2;2907
1;1474
1;1445
2;2732
1;1439
1;1451
2;2882
1;1465
1;1425
2;2758
1;1421
1;1478
2;2789
1;1482
2;2581
2;2352
2;2345
2;2440
2;2343
2;2332
0;215
1;2646
2;4926
0;189
0;200
0;132
0;201
1;1541
2;2676
0;138
0;143
1;1615
2;2978
0;194
0;218
1;1768
2;3258
0;118
0;215
1;1872
2;2766
0;118
0;158
1;1422
2;2536
0;124
0;134
1;1576
2;5825
0;93
0;49
0;92
0;124
0;60
0;232
0;114
1;2958
2;4027
1;2617
2;2887
0;76
0;60
0;66
0;236
0;141
2;2865
2;2939
0;133
0;132
0;112
0;213
0;158
2;3262
0;81
0;68
1;1300
1;1252
1;1238
0;116
0;79
0;52
0;51
0;80
0;51
0;50
0;61
0;60
0;95
0;133
0;105
0;60
0;189
0;57
0;105
0;112
0;60
0;64
0;110
0;119
0;65
0;115
0;142
0;110
0;107
0;73
0;104
0;56
0;110
0;59
0;108
0;56
0;105
0;109
0;74
0;65
0;121
0;117
0;65
0;117
0;111
0;109
1;2596
0;107
0;107
0;108
0;110
0;108
0;123
0;125
0;124
0;100
0;175
0;74
0;117
0;61
1;1855
0;116
0;55
0;110
0;55
0;111
2;5070
0;54
0;108
0;105
0;104
0;109
0;117
0;114
0;117
0;127
1;1844
1;1775
2;3468
1;1483
1;1581
2;3352
1;1568
2;3048
1;1524
1;1478
2;2911
1;1489
1;1469
2;2893
1;1471
1;1483
2;2911
1;1486
1;1615
2;3125
1;1521
1;1472
2;2908
1;1509
1;1498
2;3536
1;1495
2;2672
2;2688
2;2744
2;2899
2;2642
2;2651
2;2627
0;194
2;2817
2;3568
0;117
0;113
0;212
2;3163
0;113
0;108
0;190
2;2882
0;113
0;105
0;181
2;2410
0;126
0;108
0;204
2;2350
0;110
0;123
0;136
2;2310
0;132
0;152
0;115
2;2377
0;185
0;174
0;131
2;2448
0;165
0;169
0;120
2;2707
0;170
0;171
0;137
2;3971
0;173
0;174
0;176
2;2422
0;181
0;178
0;135
2;3148
0;161
0;118
0;136
2;2280
0;133
0;120
0;130
2;2405
0;191
0;189
0;134
2;4335
0;188
0;190
0;118
2;4026
1;1296
1;1001
0;123
0;174
0;174
0;56
0;52
0;110
0;115
0;76
0;53
0;120
0;122
0;49
0;52
0;104
0;106
0;47
0;46
0;99
0;99
0;49
0;51
0;110
0;112
0;50
0;47
0;100
0;99
0;50
1;1784
0;48
0;100
0;100
0;50
0;47
0;100
0;99
0;62
0;49
0;101
0;103
0;57
0;56
0;106
0;106
0;48
0;119
0;118
0;116
0;115
2;3298
0;106
0;108
0;102
0;102
0;115
0;117
0;107
0;108
0;106
0;113
0;104
0;103
0;121
0;121
0;116
0;120
0;101
0;102
2;2218
2;2265
2;2206
2;2215
2;2347
2;2240
2;2107
2;2268
0;75
0;56
0;55
0;55
0;60
0;61
0;63
0;53
0;55
0;61
0;53
2;2381
0;46
0;54
0;54
0;60
0;60
0;51
0;48
0;53
0;63
0;62
0;51
0;51
2;2834
1;2304
1;1992
2;3577
2;4285
2;2131
2;2171
2;2389
0;127
0;134
0;99
0;98
0;112
0;112
2;2342
0;109
0;109
0;95
0;95
0;107
0;107
0;97
0;97
0;100
0;105
0;109
0;108
0;95
0;95
0;108
0;109
0;96
0;102
0;101
0;100
2;2145
0;103
0;101
0;94
0;95
0;102
0;103
0;97
0;97
0;97
0;98
0;107
0;108
0;95
0;95
0;105
0;109
0;98
0;97
0;97
0;97
2;2238
1;2259
2;3558
1;1938
1;1881
2;3260
2;2058
2;2076
2;2022
2;2052
2;1996
2;2048
2;2016
2;2069
2;2028
2;2034
2;2043
2;2085
2;2017
2;2040
2;2040
2;2066
2;2046
2;2028
2;2035
2;2009
2;2008
2;2009
2;2031
2;2013
1;1309
1;1069
1;1041
1;1036
1;1073
1;1064
1;1041
1;1041
1;1044
1;1030
1;1035
1;1030
1;1016
0;126
0;187
0;188
0;56
0;55
0;105
0;112
0;105
0;105
1;1814
1;1858
2;4069
1;1844
1;1875
2;3665
1;1881
0;115
0;197
0;194
0;77
0;57
0;119
