;seed;moves;score;hints;efficiency;hints_w_implicit;avg_explicit_info;avg_implicit_info
269;362.0;70.0;18.0;30.0;0.6;0.3333333333333333;0.9776552317423898;0.14366285198867315
270;420.0;69.0;15.0;29.0;0.5172413793103449;0.27586206896551724;0.8945256995041199;0.15200827466592584
271;165.0;75.0;13.0;35.0;0.37142857142857144;0.2571428571428571;0.9024993564494226;0.06539415826419911
272;378.0;72.0;16.0;32.0;0.5;0.25;1.0156802067036492;0.09441216559593556
273;191.0;76.0;12.0;36.0;0.3333333333333333;0.4166666666666667;0.801040840290444;0.1662302047918188
274;118.0;70.0;16.0;30.0;0.5333333333333333;0.23333333333333334;0.9800586857928005;0.08257070849065543
275;407.0;71.0;12.0;31.0;0.3870967741935484;0.2903225806451613;0.8622097292644908;0.060423443987564524
276;343.0;73.0;14.0;33.0;0.42424242424242425;0.3939393939393939;0.8437762304818768;0.1755741065929356
277;442.0;73.0;15.0;33.0;0.45454545454545453;0.45454545454545453;0.9059482607822127;0.22049583410656154
278;485.0;72.0;16.0;32.0;0.5;0.375;0.8782248695669295;0.1576824728202932
279;365.0;75.0;14.0;35.0;0.4;0.42857142857142855;0.9536120204260582;0.14209992310663036
280;101.0;73.0;14.0;33.0;0.42424242424242425;0.3333333333333333;0.8909791925406484;0.1541859420818349
281;395.0;70.0;14.0;30.0;0.4666666666666667;0.5;0.9249698795935216;0.18985634635239776
282;34.0;75.0;13.0;35.0;0.37142857142857144;0.17142857142857143;0.8478228385045629;0.043510821293723925
283;143.0;72.0;17.0;32.0;0.53125;0.3125;0.8689137669537713;0.12524592659420505
284;475.0;73.0;15.0;33.0;0.45454545454545453;0.24242424242424243;1.0224761900964114;0.09965746244212896
285;364.0;73.0;16.0;33.0;0.48484848484848486;0.3333333333333333;0.893923545623146;0.11161686834843056
286;319.0;72.0;16.0;32.0;0.5;0.3125;0.9903423788111985;0.1425530478954373
287;320.0;73.0;14.0;33.0;0.42424242424242425;0.3333333333333333;0.893672796827536;0.13118907992756504
288;303.0;72.0;15.0;32.0;0.46875;0.34375;0.9055146845740806;0.11591468628049473
289;472.0;71.0;17.0;31.0;0.5483870967741935;0.25806451612903225;0.9791887943582204;0.0712380240705496
290;234.0;72.0;15.0;32.0;0.46875;0.25;0.8498758853136498;0.11162802399845373
291;185.0;71.0;16.0;31.0;0.5161290322580645;0.2903225806451613;0.9496391327932431;0.13993592135216618
292;360.0;68.0;16.0;28.0;0.5714285714285714;0.21428571428571427;1.0160966477897744;0.09186059885537566
293;76.0;74.0;14.0;34.0;0.4117647058823529;0.3235294117647059;1.039309726561199;0.12748393385738033
294;22.0;68.0;16.0;28.0;0.5714285714285714;0.4642857142857143;0.8389262219429375;0.21321559916509128
295;496.0;71.0;16.0;31.0;0.5161290322580645;0.41935483870967744;0.8961306639330487;0.18747016147969656
296;399.0;72.0;17.0;32.0;0.53125;0.375;0.9845435931438148;0.14552103268390157
297;441.0;70.0;18.0;30.0;0.6;0.43333333333333335;0.9836906182505031;0.17874941582503914
298;422.0;74.0;14.0;34.0;0.4117647058823529;0.35294117647058826;0.8137580481324415;0.11202749382687874
299;21.0;74.0;14.0;34.0;0.4117647058823529;0.3235294117647059;0.8482363554414808;0.13115860258115383
300;102.0;74.0;13.0;34.0;0.38235294117647056;0.29411764705882354;0.9492049001758507;0.0785001994399581
301;83.0;70.0;14.0;30.0;0.4666666666666667;0.5666666666666667;0.8567504673145853;0.23925994032444697
302;211.0;74.0;14.0;34.0;0.4117647058823529;0.38235294117647056;0.9135454606830794;0.15135670693171288
303;3.0;69.0;13.0;29.0;0.4482758620689655;0.3793103448275862;0.8701103673493996;0.16185022800475932
304;91.0;72.0;14.0;32.0;0.4375;0.34375;0.9798993497021457;0.12395805888130494
305;198.0;71.0;15.0;31.0;0.4838709677419355;0.25806451612903225;0.7951465858782952;0.0736114875715053
306;243.0;70.0;15.0;30.0;0.5;0.4666666666666667;0.9463155091652317;0.1748832860265267
307;323.0;73.0;15.0;33.0;0.45454545454545453;0.48484848484848486;0.8857692847550139;0.19638126626755054
308;233.0;73.0;15.0;33.0;0.45454545454545453;0.2727272727272727;0.9879873770945902;0.08168457914894606
309;133.0;68.0;14.0;28.0;0.5;0.35714285714285715;0.978082307920564;0.1379545545827848
310;480.0;71.0;16.0;31.0;0.5161290322580645;0.45161290322580644;0.884052412395223;0.19161207337381936
311;490.0;71.0;15.0;31.0;0.4838709677419355;0.1935483870967742;0.9068263981963031;0.06099533969596554
312;213.0;75.0;12.0;35.0;0.34285714285714286;0.4;0.7700868009873789;0.15553654682632628
313;246.0;75.0;12.0;35.0;0.34285714285714286;0.2857142857142857;0.8749738561679891;0.1028194599687761
314;46.0;73.0;15.0;33.0;0.45454545454545453;0.30303030303030304;0.930572647409284;0.1065466460833343
315;432.0;70.0;16.0;30.0;0.5333333333333333;0.3333333333333333;1.0207505023763455;0.10475227416373392
316;192.0;71.0;14.0;31.0;0.45161290322580644;0.25806451612903225;0.909861290423691;0.10774026005465649
317;201.0;72.0;13.0;32.0;0.40625;0.375;0.9199900566244241;0.14447654032493437
318;85.0;73.0;15.0;33.0;0.45454545454545453;0.3333333333333333;0.881029992743262;0.12441713869709907
319;173.0;73.0;15.0;33.0;0.45454545454545453;0.30303030303030304;0.9594613974127316;0.08530711565566103
320;80.0;71.0;16.0;31.0;0.5161290322580645;0.3548387096774194;0.8296225338517124;0.14589931436388182
321;459.0;70.0;16.0;30.0;0.5333333333333333;0.4;0.8902152356718297;0.16526007734018486
322;37.0;70.0;16.0;30.0;0.5333333333333333;0.3333333333333333;0.939598744305842;0.14612239246070374
323;429.0;70.0;16.0;30.0;0.5333333333333333;0.23333333333333334;0.926919132315111;0.08081747798762273
324;430.0;74.0;14.0;34.0;0.4117647058823529;0.2647058823529412;0.8484367310950546;0.13515062612179246
325;493.0;70.0;17.0;30.0;0.5666666666666667;0.3333333333333333;0.8850005817554265;0.1269431797368836
326;92.0;72.0;17.0;32.0;0.53125;0.375;0.9049162541379282;0.14528214458494734
327;174.0;69.0;14.0;29.0;0.4827586206896552;0.3793103448275862;0.9459546719726679;0.1688362262917806
328;227.0;75.0;12.0;35.0;0.34285714285714286;0.34285714285714286;0.8077567200913612;0.12072312233502464
329;361.0;76.0;11.0;36.0;0.3055555555555556;0.19444444444444445;0.8563661356655307;0.08284086758443245
330;148.0;73.0;14.0;33.0;0.42424242424242425;0.3939393939393939;0.9234211949106368;0.12355293170516439
331;65.0;73.0;15.0;33.0;0.45454545454545453;0.30303030303030304;0.9238744398819355;0.1395612279829536
332;125.0;74.0;13.0;34.0;0.38235294117647056;0.23529411764705882;0.8616537834982115;0.07518536766962608
333;457.0;74.0;14.0;34.0;0.4117647058823529;0.35294117647058826;0.8817423143548995;0.13902937435106652
334;16.0;67.0;16.0;27.0;0.5925925925925926;0.2962962962962963;1.0359503245882986;0.11763300959465485
335;195.0;72.0;15.0;32.0;0.46875;0.28125;0.9885101445067558;0.08835528978293204
336;344.0;73.0;16.0;33.0;0.48484848484848486;0.30303030303030304;0.8342783788308159;0.119081039937836
337;70.0;72.0;15.0;32.0;0.46875;0.4375;0.8448444848859836;0.192174642743367
338;104.0;74.0;12.0;34.0;0.35294117647058826;0.47058823529411764;0.8815136153375331;0.16067214764319818
339;487.0;73.0;16.0;33.0;0.48484848484848486;0.3939393939393939;0.9116253100946179;0.14773461156779155
340;45.0;73.0;15.0;33.0;0.45454545454545453;0.2727272727272727;0.9692513119195737;0.11688886352822024
341;436.0;73.0;15.0;33.0;0.45454545454545453;0.18181818181818182;1.0076040159280235;0.06693693531932404
342;89.0;73.0;16.0;33.0;0.48484848484848486;0.3333333333333333;0.9474790259484376;0.1152394048551455
343;43.0;71.0;17.0;31.0;0.5483870967741935;0.3870967741935484;0.976281072672464;0.12478134964069017
344;315.0;68.0;13.0;28.0;0.4642857142857143;0.35714285714285715;0.9225358835163592;0.15599917090337836
